Lineage	Alias	VOCGroup
AY.86	B.1.617.2.86	Delta
AY.87	B.1.617.2.87	Delta
AY.88	B.1.617.2.88	Delta
AY.9	B.1.617.2.9	Delta
AY.9.2	B.1.617.2.9.2	Delta
AY.9.2.1	B.1.617.2.9.2.1	Delta
AY.9.2.2	B.1.617.2.9.2.2	Delta
AY.90	B.1.617.2.90	Delta
AY.91	B.1.617.2.91	Delta
AY.91.1	B.1.617.2.91.1	Delta
AY.92	B.1.617.2.92	Delta
AY.93	B.1.617.2.93	Delta
AY.94	B.1.617.2.94	Delta
AY.95	B.1.617.2.95	Delta
AY.98	B.1.617.2.98	Delta
AY.98.1	B.1.617.2.98.1	Delta
AY.98.1.1	B.1.617.2.98.1.1	Delta
AY.99	B.1.617.2.99	Delta
AY.99.1	B.1.617.2.99.1	Delta
AY.99.2	B.1.617.2.99.2	Delta
B.1.617.3	B.1.617.3	WT
B.1.618	B.1.618	WT
B.1.619	B.1.619	WT
B.1.619.1	B.1.619.1	WT
B.1.620	B.1.620	WT
B.1.621	B.1.621	WT
B.1.621.1	B.1.621.1	WT
BB.2	B.1.621.1.2	WT
B.1.621.2	B.1.621.2	WT
B.1.622	B.1.622	WT
B.1.623	B.1.623	WT
B.1.625	B.1.625	WT
B.1.626	B.1.626	WT
B.1.627	B.1.627	WT
B.1.629	B.1.629	WT
B.1.630	B.1.630	WT
B.1.631	B.1.631	WT
B.1.632	B.1.632	WT
B.1.633	B.1.633	WT
B.1.634	B.1.634	WT
B.1.635	B.1.635	WT
B.1.636	B.1.636	WT
B.1.637	B.1.637	WT
B.1.637.1	B.1.637.1	WT
B.1.638	B.1.638	WT
B.1.639	B.1.639	WT
B.1.640	B.1.640	WT
B.1.640.1	B.1.640.1	WT
B.1.640.2	B.1.640.2	WT
B.1.641	B.1.641	WT
B.1.67	B.1.67	WT
B.1.69	B.1.69	WT
B.1.70	B.1.70	WT
B.1.76	B.1.76	WT
B.1.77	B.1.77	WT
B.1.78	B.1.78	WT
B.1.8	B.1.8	WT
B.1.81	B.1.81	WT
B.1.83	B.1.83	WT
B.1.84	B.1.84	WT
B.1.9	B.1.9	WT
B.1.9.1	B.1.9.1	WT
B.1.9.2	B.1.9.2	WT
B.1.9.3	B.1.9.3	WT
B.1.9.4	B.1.9.4	WT
B.1.9.5	B.1.9.5	WT
B.1.91	B.1.91	WT
B.1.93	B.1.93	WT
B.1.94	B.1.94	WT
B.1.96	B.1.96	WT
B.1.97	B.1.97	WT
B.10	B.10	WT
B.11	B.11	WT
B.12	B.12	WT
B.13	B.13	WT
B.15	B.15	WT
B.18	B.18	WT
B.19	B.19	WT
B.20	B.20	WT
B.23	B.23	WT
B.26	B.26	WT
B.27	B.27	WT
B.28	B.28	WT
B.29	B.29	WT
B.3	B.3	WT
B.3.1	B.3.1	WT
B.30	B.30	WT
B.31	B.31	WT
B.32	B.32	WT
B.33	B.33	WT
B.34	B.34	WT
B.35	B.35	WT
B.36	B.36	WT
B.37	B.37	WT
B.38	B.38	WT
B.39	B.39	WT
B.4	B.4	WT
B.4.1	B.4.1	WT
B.4.2	B.4.2	WT
B.4.4	B.4.4	WT
B.4.5	B.4.5	WT
B.4.6	B.4.6	WT
B.4.7	B.4.7	WT
B.4.8	B.4.8	WT
B.40	B.40	WT
B.41	B.41	WT
B.42	B.42	WT
B.43	B.43	WT
B.44	B.44	WT
B.45	B.45	WT
B.46	B.46	WT
B.47	B.47	WT
B.49	B.49	WT
B.5	B.5	WT
B.50	B.50	WT
B.51	B.51	WT
B.52	B.52	WT
B.53	B.53	WT
B.55	B.55	WT
B.56	B.56	WT
B.57	B.57	WT
B.58	B.58	WT
B.6	B.6	WT
B.6.1	B.6.1	WT
B.6.2	B.6.2	WT
B.6.3	B.6.3	WT
B.6.4	B.6.4	WT
B.6.5	B.6.5	WT
B.6.6	B.6.6	WT
B.6.8	B.6.8	WT
B.60	B.60	WT
B.61	B.61	WT
L.4	L.4	WT
P.1.12.1	P.1.12.1	WT
XA	XA	Other
XAA	XAA	Other
XAB	XAB	Other
XAC	XAC	Other
XAD	XAD	Other
XAE	XAE	Other
XAF	XAF	Other
XAG	XAG	Other
XAH	XAH	Other
XAJ	XAJ	Other
XAK	XAK	Other
XAL	XAL	Other
XAM	XAM	Other
XAN	XAN	Other
XAP	XAP	Other
XAQ	XAQ	Other
XAR	XAR	Other
XAS	XAS	Other
XAT	XAT	Other
XAU	XAU	Other
XAV	XAV	Other
XAW	XAW	Other
XAY	XAY	Other
XAY.1	XAY.1	Other
XAY.1.1	XAY.1.1	Other
XAY.1.1.1	XAY.1.1.1	Other
GL.1	XAY.1.1.1.1	Other
GL.2	XAY.1.1.1.2	Other
GL.3	XAY.1.1.1.3	Other
XAY.1.1.2	XAY.1.1.2	Other
XAY.1.1.3	XAY.1.1.3	Other
XAY.1.2	XAY.1.2	Other
XAY.2	XAY.2	Other
XAY.2.1	XAY.2.1	Other
XAY.2.2	XAY.2.2	Other
XAY.2.3	XAY.2.3	Other
XAY.3	XAY.3	Other
XAZ	XAZ	Other
XB	XB	Other
XBA	XBA	Other
XBB	XBB	XBB
XBB.1	XBB.1	XBB
XBB.1.1	XBB.1.1	XBB
XBB.1.10	XBB.1.10	XBB
XBB.1.11	XBB.1.11	XBB
XBB.1.11.1	XBB.1.11.1	XBB
FP.1	XBB.1.11.1.1	XBB
FP.2	XBB.1.11.1.2	XBB
FP.2.1	XBB.1.11.1.2.1	XBB
FP.2.1.1	XBB.1.11.1.2.1.1	XBB
FP.2.1.2	XBB.1.11.1.2.1.2	XBB
FP.3	XBB.1.11.1.3	XBB
FP.4	XBB.1.11.1.4	XBB
XBB.1.12	XBB.1.12	XBB
XBB.1.12.1	XBB.1.12.1	XBB
XBB.1.13	XBB.1.13	XBB
XBB.1.13.1	XBB.1.13.1	XBB
XBB.1.14	XBB.1.14	XBB
XBB.1.14.1	XBB.1.14.1	XBB
XBB.1.15	XBB.1.15	XBB
XBB.1.15.1	XBB.1.15.1	XBB
XBB.1.16	XBB.1.16	XBB
XBB.1.16.1	XBB.1.16.1	XBB
FU.1	XBB.1.16.1.1	XBB
FU.1.1	XBB.1.16.1.1.1	XBB
FU.1.1.1	XBB.1.16.1.1.1.1	XBB
FU.2	XBB.1.16.1.2	XBB
FU.2.1	XBB.1.16.1.2.1	XBB
FU.3	XBB.1.16.1.3	XBB
FU.3.1	XBB.1.16.1.3.1	XBB
FU.4	XBB.1.16.1.4	XBB
FU.5	XBB.1.16.1.5	XBB
XBB.1.16.10	XBB.1.16.10	XBB
XBB.1.16.11	XBB.1.16.11	XBB
XBB.1.16.12	XBB.1.16.12	XBB
XBB.1.16.13	XBB.1.16.13	XBB
HF.1	XBB.1.16.13.1	XBB
HF.1.1	XBB.1.16.13.1.1	XBB
HF.1.2	XBB.1.16.13.1.2	XBB
XBB.1.16.14	XBB.1.16.14	XBB
XBB.1.16.15	XBB.1.16.15	XBB
JM.1	XBB.1.16.15.1	XBB
JM.2	XBB.1.16.15.2	XBB
XBB.1.16.16	XBB.1.16.16	XBB
XBB.1.16.17	XBB.1.16.17	XBB
XBB.1.16.18	XBB.1.16.18	XBB
XBB.1.16.19	XBB.1.16.19	XBB
XBB.1.16.2	XBB.1.16.2	XBB
GY.1	XBB.1.16.2.1	XBB
GY.1.1	XBB.1.16.2.1.1	XBB
GY.1.1.1	XBB.1.16.2.1.1.1	XBB
GY.2	XBB.1.16.2.2	XBB
GY.2.1	XBB.1.16.2.2.1	XBB
GY.3	XBB.1.16.2.3	XBB
GY.4	XBB.1.16.2.4	XBB
GY.5	XBB.1.16.2.5	XBB
GY.6	XBB.1.16.2.6	XBB
GY.7	XBB.1.16.2.7	XBB
GY.8	XBB.1.16.2.8	XBB
GY.9	XBB.1.16.2.9	XBB
XBB.1.16.20	XBB.1.16.20	XBB
XBB.1.16.21	XBB.1.16.21	XBB
XBB.1.16.22	XBB.1.16.22	XBB
XBB.1.16.23	XBB.1.16.23	XBB
XBB.1.16.24	XBB.1.16.24	XBB
XBB.1.16.25	XBB.1.16.25	XBB
XBB.1.16.26	XBB.1.16.26	XBB
XBB.1.16.27	XBB.1.16.27	XBB
XBB.1.16.28	XBB.1.16.28	XBB
XBB.1.16.29	XBB.1.16.29	XBB
XBB.1.16.3	XBB.1.16.3	XBB
XBB.1.16.30	XBB.1.16.30	XBB
XBB.1.16.31	XBB.1.16.31	XBB
XBB.1.16.32	XBB.1.16.32	XBB
KJ.1	XBB.1.16.32.1	XBB
XBB.1.16.4	XBB.1.16.4	XBB
XBB.1.16.5	XBB.1.16.5	XBB
XBB.1.16.6	XBB.1.16.6	XBB
JF.1	XBB.1.16.6.1	XBB
JF.1.1	XBB.1.16.6.1.1	XBB
JF.1.1.1	XBB.1.16.6.1.1.1	XBB
JF.1.1.2	XBB.1.16.6.1.1.2	XBB
JF.2	XBB.1.16.6.2	XBB
JF.3	XBB.1.16.6.3	XBB
JF.4	XBB.1.16.6.4	XBB
XBB.1.16.7	XBB.1.16.7	XBB
XBB.1.16.8	XBB.1.16.8	XBB
XBB.1.16.9	XBB.1.16.9	XBB
XBB.1.17	XBB.1.17	XBB
XBB.1.17.1	XBB.1.17.1	XBB
GA.1	XBB.1.17.1.1	XBB
GA.10	XBB.1.17.1.10	XBB
GA.10.1	XBB.1.17.1.10.1	XBB
GA.2	XBB.1.17.1.2	XBB
GA.2.1	XBB.1.17.1.2.1	XBB
GA.2.1.1	XBB.1.17.1.2.1.1	XBB
GA.3	XBB.1.17.1.3	XBB
GA.4	XBB.1.17.1.4	XBB
GA.4.1	XBB.1.17.1.4.1	XBB
GA.4.1.1	XBB.1.17.1.4.1.1	XBB
GA.4.1.2	XBB.1.17.1.4.1.2	XBB
GA.4.1.3	XBB.1.17.1.4.1.3	XBB
GA.4.2	XBB.1.17.1.4.2	XBB
GA.4.3	XBB.1.17.1.4.3	XBB
GA.5	XBB.1.17.1.5	XBB
GA.6	XBB.1.17.1.6	XBB
GA.6.1	XBB.1.17.1.6.1	XBB
GA.7	XBB.1.17.1.7	XBB
GA.7.1	XBB.1.17.1.7.1	XBB
GA.7.2	XBB.1.17.1.7.2	XBB
GA.8	XBB.1.17.1.8	XBB
GA.8.1	XBB.1.17.1.8.1	XBB
GA.9	XBB.1.17.1.9	XBB
XBB.1.17.2	XBB.1.17.2	XBB
XBB.1.18	XBB.1.18	XBB
XBB.1.18.1	XBB.1.18.1	XBB
FE.1	XBB.1.18.1.1	XBB
FE.1.1	XBB.1.18.1.1.1	XBB
FE.1.1.1	XBB.1.18.1.1.1.1	XBB
HE.1	XBB.1.18.1.1.1.1.1	XBB
HE.2	XBB.1.18.1.1.1.1.2	XBB
FE.1.1.2	XBB.1.18.1.1.1.2	XBB
FE.1.1.3	XBB.1.18.1.1.1.3	XBB
FE.1.1.4	XBB.1.18.1.1.1.4	XBB
FE.1.1.5	XBB.1.18.1.1.1.5	XBB
FE.1.2	XBB.1.18.1.1.2	XBB
XBB.1.19	XBB.1.19	XBB
XBB.1.19.1	XBB.1.19.1	XBB
GW.1	XBB.1.19.1.1	XBB
GW.1.1	XBB.1.19.1.1.1	XBB
GW.2	XBB.1.19.1.2	XBB
GW.3	XBB.1.19.1.3	XBB
GW.4	XBB.1.19.1.4	XBB
GW.5	XBB.1.19.1.5	XBB
GW.5.1	XBB.1.19.1.5.1	XBB
GW.5.1.1	XBB.1.19.1.5.1.1	XBB
KE.1	XBB.1.19.1.5.1.1.1	XBB
KE.2	XBB.1.19.1.5.1.1.2	XBB
KE.3	XBB.1.19.1.5.1.1.3	XBB
GW.5.2	XBB.1.19.1.5.2	XBB
GW.5.3	XBB.1.19.1.5.3	XBB
GW.5.3.1	XBB.1.19.1.5.3.1	XBB
XBB.1.19.2	XBB.1.19.2	XBB
XBB.1.2	XBB.1.2	XBB
XBB.1.20	XBB.1.20	XBB
XBB.1.21	XBB.1.21	XBB
XBB.1.22	XBB.1.22	XBB
XBB.1.22.1	XBB.1.22.1	XBB
FY.1	XBB.1.22.1.1	XBB
FY.1.1	XBB.1.22.1.1.1	XBB
FY.1.2	XBB.1.22.1.1.2	XBB
FY.1.2.1	XBB.1.22.1.1.2.1	XBB
FY.1.2.2	XBB.1.22.1.1.2.2	XBB
FY.1.2.3	XBB.1.22.1.1.2.3	XBB
FY.1.3	XBB.1.22.1.1.3	XBB
FY.1.4	XBB.1.22.1.1.4	XBB
FY.1.4.1	XBB.1.22.1.1.4.1	XBB
FY.2	XBB.1.22.1.2	XBB
FY.2.1	XBB.1.22.1.2.1	XBB
FY.3	XBB.1.22.1.3	XBB
FY.3.1	XBB.1.22.1.3.1	XBB
FY.3.2	XBB.1.22.1.3.2	XBB
FY.3.3	XBB.1.22.1.3.3	XBB
FY.4	XBB.1.22.1.4	XBB
FY.4.1	XBB.1.22.1.4.1	XBB
FY.4.1.1	XBB.1.22.1.4.1.1	XBB
FY.4.1.2	XBB.1.22.1.4.1.2	XBB
FY.4.2	XBB.1.22.1.4.2	XBB
FY.5	XBB.1.22.1.5	XBB
FY.5.1	XBB.1.22.1.5.1	XBB
FY.5.1.1	XBB.1.22.1.5.1.1	XBB
FY.5.2	XBB.1.22.1.5.2	XBB
FY.5.3	XBB.1.22.1.5.3	XBB
FY.5.4	XBB.1.22.1.5.4	XBB
FY.5.5	XBB.1.22.1.5.5	XBB
FY.5.5.1	XBB.1.22.1.5.5.1	XBB
FY.6	XBB.1.22.1.6	XBB
FY.6.1	XBB.1.22.1.6.1	XBB
FY.6.2	XBB.1.22.1.6.2	XBB
FY.7	XBB.1.22.1.7	XBB
FY.8	XBB.1.22.1.8	XBB
FY.8.1	XBB.1.22.1.8.1	XBB
FY.8.1.1	XBB.1.22.1.8.1.1	XBB
FY.9	XBB.1.22.1.9	XBB
XBB.1.22.2	XBB.1.22.2	XBB
HU.1	XBB.1.22.2.1	XBB
HU.1.1	XBB.1.22.2.1.1	XBB
HU.2	XBB.1.22.2.2	XBB
XBB.1.22.3	XBB.1.22.3	XBB
XBB.1.23	XBB.1.23	XBB
XBB.1.24	XBB.1.24	XBB
XBB.1.24.1	XBB.1.24.1	XBB
XBB.1.24.2	XBB.1.24.2	XBB
XBB.1.24.3	XBB.1.24.3	XBB
XBB.1.25	XBB.1.25	XBB
XBB.1.26	XBB.1.26	XBB
XBB.1.27	XBB.1.27	XBB
XBB.1.28	XBB.1.28	XBB
XBB.1.28.1	XBB.1.28.1	XBB
FW.1	XBB.1.28.1.1	XBB
FW.1.1	XBB.1.28.1.1.1	XBB
FW.1.1.1	XBB.1.28.1.1.1.1	XBB
FW.2	XBB.1.28.1.2	XBB
FW.3	XBB.1.28.1.3	XBB
XBB.1.29	XBB.1.29	XBB
XBB.1.3	XBB.1.3	XBB
XBB.1.30	XBB.1.30	XBB
XBB.1.31	XBB.1.31	XBB
XBB.1.31.1	XBB.1.31.1	XBB
XBB.1.31.2	XBB.1.31.2	XBB
XBB.1.32	XBB.1.32	XBB
XBB.1.32.1	XBB.1.32.1	XBB
XBB.1.33	XBB.1.33	XBB
XBB.1.34	XBB.1.34	XBB
XBB.1.34.1	XBB.1.34.1	XBB
XBB.1.34.2	XBB.1.34.2	XBB
HB.1	XBB.1.34.2.1	XBB
XBB.1.35	XBB.1.35	XBB
XBB.1.36	XBB.1.36	XBB
XBB.1.37	XBB.1.37	XBB
XBB.1.37.1	XBB.1.37.1	XBB
XBB.1.38	XBB.1.38	XBB
XBB.1.38.1	XBB.1.38.1	XBB
XBB.1.39	XBB.1.39	XBB
XBB.1.4	XBB.1.4	XBB
XBB.1.4.1	XBB.1.4.1	XBB
XBB.1.4.2	XBB.1.4.2	XBB
XBB.1.40	XBB.1.40	XBB
XBB.1.41	XBB.1.41	XBB
XBB.1.41.1	XBB.1.41.1	XBB
JC.1	XBB.1.41.1.1	XBB
JC.2	XBB.1.41.1.2	XBB
JC.3	XBB.1.41.1.3	XBB
JC.4	XBB.1.41.1.4	XBB
JC.5	XBB.1.41.1.5	XBB
JC.5.1	XBB.1.41.1.5.1	XBB
JC.6	XBB.1.41.1.6	XBB
XBB.1.41.2	XBB.1.41.2	XBB
XBB.1.41.3	XBB.1.41.3	XBB
JW.1	XBB.1.41.3.1	XBB
JW.1.1	XBB.1.41.3.1.1	XBB
XBB.1.42	XBB.1.42	XBB
XBB.1.42.1	XBB.1.42.1	XBB
XBB.1.42.2	XBB.1.42.2	XBB
HL.1	XBB.1.42.2.1	XBB
HL.2	XBB.1.42.2.2	XBB
XBB.1.43	XBB.1.43	XBB
XBB.1.43.1	XBB.1.43.1	XBB
XBB.1.44	XBB.1.44	XBB
XBB.1.44.1	XBB.1.44.1	XBB
XBB.1.45	XBB.1.45	XBB
XBB.1.45.1	XBB.1.45.1	XBB
XBB.1.46	XBB.1.46	XBB
XBB.1.47	XBB.1.47	XBB
XBB.1.47.1	XBB.1.47.1	XBB
XBB.1.48	XBB.1.48	XBB
XBB.1.49	XBB.1.49	XBB
XBB.1.5	XBB.1.5	XBB
XBB.1.5.1	XBB.1.5.1	XBB
HJ.1	XBB.1.5.1.1	XBB
XBB.1.5.10	XBB.1.5.10	XBB
XBB.1.5.100	XBB.1.5.100	XBB
HY.1	XBB.1.5.100.1	XBB
XBB.1.5.101	XBB.1.5.101	XBB
XBB.1.5.102	XBB.1.5.102	XBB
JD.1	XBB.1.5.102.1	XBB
JD.1.1	XBB.1.5.102.1.1	XBB
JD.1.1.1	XBB.1.5.102.1.1.1	XBB
JD.1.1.2	XBB.1.5.102.1.1.2	XBB
JD.1.1.3	XBB.1.5.102.1.1.3	XBB
JD.1.1.4	XBB.1.5.102.1.1.4	XBB
JD.1.1.5	XBB.1.5.102.1.1.5	XBB
JD.1.1.6	XBB.1.5.102.1.1.6	XBB
JD.1.1.7	XBB.1.5.102.1.1.7	XBB
JD.1.1.8	XBB.1.5.102.1.1.8	XBB
KK.1	XBB.1.5.102.1.1.8.1	XBB
KK.2	XBB.1.5.102.1.1.8.2	XBB
JD.1.2	XBB.1.5.102.1.2	XBB
JD.1.2.1	XBB.1.5.102.1.2.1	XBB
JD.1.2.2	XBB.1.5.102.1.2.2	XBB
JD.2	XBB.1.5.102.2	XBB
JD.2.1	XBB.1.5.102.2.1	XBB
XBB.1.5.103	XBB.1.5.103	XBB
KA.1	XBB.1.5.103.1	XBB
XBB.1.5.104	XBB.1.5.104	XBB
XBB.1.5.105	XBB.1.5.105	XBB
XBB.1.5.106	XBB.1.5.106	XBB
XBB.1.5.107	XBB.1.5.107	XBB
JZ.1	XBB.1.5.107.1	XBB
XBB.1.5.108	XBB.1.5.108	XBB
XBB.1.5.109	XBB.1.5.109	XBB
XBB.1.5.11	XBB.1.5.11	XBB
XBB.1.5.110	XBB.1.5.110	XBB
XBB.1.5.12	XBB.1.5.12	XBB
XBB.1.5.13	XBB.1.5.13	XBB
EK.1	XBB.1.5.13.1	XBB
EK.2	XBB.1.5.13.2	XBB
EK.2.1	XBB.1.5.13.2.1	XBB
EK.3	XBB.1.5.13.3	XBB
EK.4	XBB.1.5.13.4	XBB
XBB.1.5.14	XBB.1.5.14	XBB
EL.1	XBB.1.5.14.1	XBB
XBB.1.5.15	XBB.1.5.15	XBB
FD.1	XBB.1.5.15.1	XBB
FD.1.1	XBB.1.5.15.1.1	XBB
FD.2	XBB.1.5.15.2	XBB
FD.2.1	XBB.1.5.15.2.1	XBB
FD.3	XBB.1.5.15.3	XBB
FD.4	XBB.1.5.15.4	XBB
FD.4.1	XBB.1.5.15.4.1	XBB
FD.5	XBB.1.5.15.5	XBB
FD.5.1	XBB.1.5.15.5.1	XBB
XBB.1.5.16	XBB.1.5.16	XBB
FG.1	XBB.1.5.16.1	XBB
FG.2	XBB.1.5.16.2	XBB
FG.3	XBB.1.5.16.3	XBB
XBB.1.5.17	XBB.1.5.17	XBB
FH.1	XBB.1.5.17.1	XBB
XBB.1.5.18	XBB.1.5.18	XBB
XBB.1.5.19	XBB.1.5.19	XBB
XBB.1.5.2	XBB.1.5.2	XBB
XBB.1.5.20	XBB.1.5.20	XBB
XBB.1.5.21	XBB.1.5.21	XBB
GC.1	XBB.1.5.21.1	XBB
GC.2	XBB.1.5.21.2	XBB
XBB.1.5.22	XBB.1.5.22	XBB
XBB.1.5.23	XBB.1.5.23	XBB
XBB.1.5.24	XBB.1.5.24	XBB
GF.1	XBB.1.5.24.1	XBB
XBB.1.5.25	XBB.1.5.25	XBB
XBB.1.5.26	XBB.1.5.26	XBB
EU.1	XBB.1.5.26.1	XBB
EU.1.1	XBB.1.5.26.1.1	XBB
EU.1.1.1	XBB.1.5.26.1.1.1	XBB
EU.1.1.2	XBB.1.5.26.1.1.2	XBB
EU.1.1.3	XBB.1.5.26.1.1.3	XBB
XBB.1.5.27	XBB.1.5.27	XBB
XBB.1.5.28	XBB.1.5.28	XBB
XBB.1.5.29	XBB.1.5.29	XBB
XBB.1.5.3	XBB.1.5.3	XBB
JK.1	XBB.1.5.3.1	XBB
XBB.1.5.30	XBB.1.5.30	XBB
HM.1	XBB.1.5.30.1	XBB
XBB.1.5.31	XBB.1.5.31	XBB
XBB.1.5.32	XBB.1.5.32	XBB
XBB.1.5.33	XBB.1.5.33	XBB
XBB.1.5.34	XBB.1.5.34	XBB
XBB.1.5.35	XBB.1.5.35	XBB
XBB.1.5.36	XBB.1.5.36	XBB
XBB.1.5.37	XBB.1.5.37	XBB
XBB.1.5.38	XBB.1.5.38	XBB
GG.1	XBB.1.5.38.1	XBB
XBB.1.5.39	XBB.1.5.39	XBB
FT.1	XBB.1.5.39.1	XBB
FT.2	XBB.1.5.39.2	XBB
FT.3	XBB.1.5.39.3	XBB
FT.3.1	XBB.1.5.39.3.1	XBB
FT.3.1.1	XBB.1.5.39.3.1.1	XBB
FT.4	XBB.1.5.39.4	XBB
XBB.1.5.4	XBB.1.5.4	XBB
KM.1	XBB.1.5.4.1	XBB
XBB.1.5.40	XBB.1.5.40	XBB
XBB.1.5.41	XBB.1.5.41	XBB
GU.1	XBB.1.5.41.1	XBB
XBB.1.5.42	XBB.1.5.42	XBB
GR.1	XBB.1.5.42.1	XBB
XBB.1.5.43	XBB.1.5.43	XBB
XBB.1.5.44	XBB.1.5.44	XBB
HC.1	XBB.1.5.44.1	XBB
HC.2	XBB.1.5.44.2	XBB
HC.3	XBB.1.5.44.3	XBB
HC.4	XBB.1.5.44.4	XBB
XBB.1.5.45	XBB.1.5.45	XBB
XBB.1.5.46	XBB.1.5.46	XBB
GB.1	XBB.1.5.46.1	XBB
GB.2	XBB.1.5.46.2	XBB
XBB.1.5.47	XBB.1.5.47	XBB
FZ.1	XBB.1.5.47.1	XBB
FZ.1.1	XBB.1.5.47.1.1	XBB
FZ.2	XBB.1.5.47.2	XBB
XBB.1.5.48	XBB.1.5.48	XBB
GV.1	XBB.1.5.48.1	XBB
XBB.1.5.49	XBB.1.5.49	XBB
HT.1	XBB.1.5.49.1	XBB
HT.2	XBB.1.5.49.2	XBB
XBB.1.5.5	XBB.1.5.5	XBB
XBB.1.5.50	XBB.1.5.50	XBB
XBB.1.5.51	XBB.1.5.51	XBB
XBB.1.5.52	XBB.1.5.52	XBB
XBB.1.5.53	XBB.1.5.53	XBB
JB.1	XBB.1.5.53.1	XBB
JB.1.1	XBB.1.5.53.1.1	XBB
JB.2	XBB.1.5.53.2	XBB
JB.2.1	XBB.1.5.53.2.1	XBB
XBB.1.5.54	XBB.1.5.54	XBB
XBB.1.5.55	XBB.1.5.55	XBB
HP.1	XBB.1.5.55.1	XBB
HP.1.1	XBB.1.5.55.1.1	XBB
XBB.1.5.56	XBB.1.5.56	XBB
XBB.1.5.57	XBB.1.5.57	XBB
XBB.1.5.58	XBB.1.5.58	XBB
XBB.1.5.59	XBB.1.5.59	XBB
XBB.1.5.6	XBB.1.5.6	XBB
XBB.1.5.60	XBB.1.5.60	XBB
XBB.1.5.61	XBB.1.5.61	XBB
XBB.1.5.62	XBB.1.5.62	XBB
XBB.1.5.63	XBB.1.5.63	XBB
XBB.1.5.64	XBB.1.5.64	XBB
XBB.1.5.65	XBB.1.5.65	XBB
XBB.1.5.66	XBB.1.5.66	XBB
XBB.1.5.67	XBB.1.5.67	XBB
XBB.1.5.68	XBB.1.5.68	XBB
HZ.1	XBB.1.5.68.1	XBB
HZ.2	XBB.1.5.68.2	XBB
HZ.3	XBB.1.5.68.3	XBB
XBB.1.5.69	XBB.1.5.69	XBB
XBB.1.5.7	XBB.1.5.7	XBB
EM.1	XBB.1.5.7.1	XBB
XBB.1.5.70	XBB.1.5.70	XBB
GK.1	XBB.1.5.70.1	XBB
GK.1.1	XBB.1.5.70.1.1	XBB
GK.1.1.1	XBB.1.5.70.1.1.1	XBB
GK.1.10	XBB.1.5.70.1.10	XBB
GK.1.10.1	XBB.1.5.70.1.10.1	XBB
KN.1	XBB.1.5.70.1.10.1.1	XBB
KN.1.1	XBB.1.5.70.1.10.1.1.1	XBB
GK.1.11	XBB.1.5.70.1.11	XBB
GK.1.11.1	XBB.1.5.70.1.11.1	XBB
GK.1.2	XBB.1.5.70.1.2	XBB
GK.1.2.1	XBB.1.5.70.1.2.1	XBB
GK.1.3	XBB.1.5.70.1.3	XBB
GK.1.4	XBB.1.5.70.1.4	XBB
GK.1.5	XBB.1.5.70.1.5	XBB
GK.1.6	XBB.1.5.70.1.6	XBB
GK.1.6.1	XBB.1.5.70.1.6.1	XBB
GK.1.7	XBB.1.5.70.1.7	XBB
GK.1.8	XBB.1.5.70.1.8	XBB
GK.1.8.1	XBB.1.5.70.1.8.1	XBB
GK.1.9	XBB.1.5.70.1.9	XBB
GK.10	XBB.1.5.70.10	XBB
GK.11	XBB.1.5.70.11	XBB
GK.12	XBB.1.5.70.12	XBB
GK.2	XBB.1.5.70.2	XBB
GK.2.1	XBB.1.5.70.2.1	XBB
GK.2.1.1	XBB.1.5.70.2.1.1	XBB
GK.2.2	XBB.1.5.70.2.2	XBB
GK.2.3	XBB.1.5.70.2.3	XBB
GK.2.4	XBB.1.5.70.2.4	XBB
GK.3	XBB.1.5.70.3	XBB
GK.3.1	XBB.1.5.70.3.1	XBB
GK.3.2	XBB.1.5.70.3.2	XBB
GK.4	XBB.1.5.70.4	XBB
GK.5	XBB.1.5.70.5	XBB
GK.5.1	XBB.1.5.70.5.1	XBB
GK.6	XBB.1.5.70.6	XBB
GK.7	XBB.1.5.70.7	XBB
GK.8	XBB.1.5.70.8	XBB
GK.8.1	XBB.1.5.70.8.1	XBB
GK.9	XBB.1.5.70.9	XBB
XBB.1.5.71	XBB.1.5.71	XBB
XBB.1.5.72	XBB.1.5.72	XBB
XBB.1.5.73	XBB.1.5.73	XBB
GN.1	XBB.1.5.73.1	XBB
GN.1.1	XBB.1.5.73.1.1	XBB
GN.1.2	XBB.1.5.73.1.2	XBB
GN.1.3	XBB.1.5.73.1.3	XBB
GN.1.4	XBB.1.5.73.1.4	XBB
GN.2	XBB.1.5.73.2	XBB
GN.3	XBB.1.5.73.3	XBB
GN.4	XBB.1.5.73.4	XBB
GN.5	XBB.1.5.73.5	XBB
XBB.1.5.74	XBB.1.5.74	XBB
XBB.1.5.75	XBB.1.5.75	XBB
XBB.1.5.76	XBB.1.5.76	XBB
XBB.1.5.77	XBB.1.5.77	XBB
HR.1	XBB.1.5.77.1	XBB
HR.1.1	XBB.1.5.77.1.1	XBB
XBB.1.5.78	XBB.1.5.78	XBB
XBB.1.5.79	XBB.1.5.79	XBB
XBB.1.5.8	XBB.1.5.8	XBB
XBB.1.5.80	XBB.1.5.80	XBB
XBB.1.5.81	XBB.1.5.81	XBB
XBB.1.5.82	XBB.1.5.82	XBB
XBB.1.5.83	XBB.1.5.83	XBB
XBB.1.5.84	XBB.1.5.84	XBB
XBB.1.5.85	XBB.1.5.85	XBB
